enrollment_id,student_id,course_id,marks_obtained,grade,grade_point,attendance_percentage,semester,academic_year
19508,STU2024EC0567,CRS_EC501,70.8,A,8.0,77.1,5,2023-2024
19509,STU2024EC0567,CRS_EC502,79.6,A,8.0,79.7,5,2023-2024
19510,STU2024EC0567,CRS_EC503,67.9,B+,7.0,91.1,5,2023-2024
19511,STU2024EC0567,CRS_EC601,80.4,A+,9.0,87.2,6,2023-2024
19512,STU2024EC0567,CRS_EC602,84.8,A+,9.0,75.8,6,2023-2024
19513,STU2024EC0567,CRS_EC603,81.3,A+,9.0,75.7,6,2023-2024
19514,STU2024EC0567,CRS_EC701,75.1,A,8.0,79.9,7,2024-2025
19515,STU2024EC0567,CRS_EC702,75.1,A,8.0,77.0,7,2024-2025
19516,STU2024EC0567,CRS_EC703,67.2,B+,7.0,83.1,7,2024-2025
19517,STU2024EC0567,CRS_EC801,65.4,B+,7.0,87.8,8,2024-2025
19518,STU2024EC0567,CRS_EC802,79.7,A,8.0,76.0,8,2024-2025
19519,STU2024EC0567,CRS_EC803,68.9,B+,7.0,88.5,8,2024-2025
19520,STU2024EC0568,CRS_EC101,65.9,B+,7.0,89.5,1,2021-2022
19521,STU2024EC0568,CRS_EC102,71.6,A,8.0,89.4,1,2021-2022
19522,STU2024EC0568,CRS_EC103,72.4,A,8.0,86.0,1,2021-2022
19523,STU2024EC0568,CRS_EC104,76.2,A,8.0,89.8,1,2021-2022
19524,STU2024EC0568,CRS_EC105,60.9,B+,7.0,76.2,1,2021-2022
19525,STU2024EC0568,CRS_EC201,71.6,A,8.0,86.1,2,2021-2022
19526,STU2024EC0568,CRS_EC202,69.5,B+,7.0,78.0,2,2021-2022
19527,STU2024EC0568,CRS_EC203,80.3,A+,9.0,84.5,2,2021-2022
19528,STU2024EC0568,CRS_EC204,82.0,A+,9.0,77.0,2,2021-2022
19529,STU2024EC0568,CRS_EC301,73.9,A,8.0,82.7,3,2022-2023
19530,STU2024EC0568,CRS_EC302,77.4,A,8.0,91.9,3,2022-2023
19531,STU2024EC0568,CRS_EC303,72.5,A,8.0,82.1,3,2022-2023
19532,STU2024EC0568,CRS_EC401,86.2,A+,9.0,76.6,4,2022-2023
19533,STU2024EC0568,CRS_EC402,85.9,A+,9.0,88.0,4,2022-2023
19534,STU2024EC0568,CRS_EC403,65.1,B+,7.0,78.9,4,2022-2023
19535,STU2024EC0568,CRS_EC501,58.3,B,6.0,88.4,5,2023-2024
19536,STU2024EC0568,CRS_EC502,81.3,A+,9.0,77.6,5,2023-2024
19537,STU2024EC0568,CRS_EC503,60.6,B+,7.0,75.6,5,2023-2024
19538,STU2024EC0568,CRS_EC601,87.0,A+,9.0,77.1,6,2023-2024
19539,STU2024EC0568,CRS_EC602,60.6,B+,7.0,85.7,6,2023-2024
19540,STU2024EC0568,CRS_EC603,82.0,A+,9.0,82.1,6,2023-2024
19541,STU2024EC0568,CRS_EC701,73.2,A,8.0,80.2,7,2024-2025
19542,STU2024EC0568,CRS_EC702,95.5,O,10.0,77.5,7,2024-2025
19543,STU2024EC0568,CRS_EC703,87.3,A+,9.0,87.6,7,2024-2025
19544,STU2024EC0568,CRS_EC801,58.3,B,6.0,77.7,8,2024-2025
19545,STU2024EC0568,CRS_EC802,62.8,B+,7.0,78.8,8,2024-2025
19546,STU2024EC0568,CRS_EC803,79.7,A,8.0,84.0,8,2024-2025
19547,STU2024EC0569,CRS_EC101,84.6,A+,9.0,91.2,1,2022-2023
19548,STU2024EC0569,CRS_EC102,60.1,B+,7.0,77.5,1,2022-2023
19549,STU2024EC0569,CRS_EC103,82.5,A+,9.0,78.0,1,2022-2023
19550,STU2024EC0569,CRS_EC104,75.4,A,8.0,81.2,1,2022-2023
19551,STU2024EC0569,CRS_EC105,77.6,A,8.0,86.4,1,2022-2023
19552,STU2024EC0569,CRS_EC201,64.4,B+,7.0,86.3,2,2022-2023
19553,STU2024EC0569,CRS_EC202,92.1,O,10.0,75.6,2,2022-2023
19554,STU2024EC0569,CRS_EC203,77.1,A,8.0,91.3,2,2022-2023
19555,STU2024EC0569,CRS_EC204,69.6,B+,7.0,91.0,2,2022-2023
19556,STU2024EC0569,CRS_EC301,70.7,A,8.0,89.1,3,2023-2024
19557,STU2024EC0569,CRS_EC302,69.9,B+,7.0,88.7,3,2023-2024
19558,STU2024EC0569,CRS_EC303,76.7,A,8.0,85.4,3,2023-2024
19559,STU2024EC0569,CRS_EC401,74.2,A,8.0,87.8,4,2023-2024
19560,STU2024EC0569,CRS_EC402,58.6,B,6.0,82.4,4,2023-2024
19561,STU2024EC0569,CRS_EC403,56.9,B,6.0,77.3,4,2023-2024
19562,STU2024EC0569,CRS_EC501,82.1,A+,9.0,80.8,5,2024-2025
19563,STU2024EC0569,CRS_EC502,78.4,A,8.0,78.5,5,2024-2025
19564,STU2024EC0569,CRS_EC503,91.2,O,10.0,89.9,5,2024-2025
19565,STU2024EC0569,CRS_EC601,59.7,B,6.0,82.3,6,2024-2025
19566,STU2024EC0569,CRS_EC602,72.9,A,8.0,78.3,6,2024-2025
19567,STU2024EC0569,CRS_EC603,73.3,A,8.0,81.1,6,2024-2025
19568,STU2024EC0569,CRS_EC701,48.0,C,5.0,86.2,7,2025-2026
19569,STU2024EC0569,CRS_EC702,72.0,A,8.0,81.0,7,2025-2026
19570,STU2024EC0569,CRS_EC703,79.9,A,8.0,87.6,7,2025-2026
19571,STU2024EC0569,CRS_EC801,46.4,C,5.0,88.8,8,2025-2026
19572,STU2024EC0569,CRS_EC802,85.9,A+,9.0,90.1,8,2025-2026
19573,STU2024EC0569,CRS_EC803,60.3,B+,7.0,82.9,8,2025-2026
19574,STU2024EC0570,CRS_EC101,78.0,A,8.0,83.6,1,2021-2022
19575,STU2024EC0570,CRS_EC102,56.2,B,6.0,83.0,1,2021-2022
19576,STU2024EC0570,CRS_EC103,68.9,B+,7.0,82.6,1,2021-2022
19577,STU2024EC0570,CRS_EC104,75.4,A,8.0,90.1,1,2021-2022
19578,STU2024EC0570,CRS_EC105,73.0,A,8.0,87.9,1,2021-2022
19579,STU2024EC0570,CRS_EC201,55.5,B,6.0,87.2,2,2021-2022
19580,STU2024EC0570,CRS_EC202,59.9,B,6.0,85.3,2,2021-2022
19581,STU2024EC0570,CRS_EC203,63.4,B+,7.0,85.5,2,2021-2022
19582,STU2024EC0570,CRS_EC204,76.8,A,8.0,90.3,2,2021-2022
19583,STU2024EC0570,CRS_EC301,71.3,A,8.0,83.7,3,2022-2023
19584,STU2024EC0570,CRS_EC302,67.0,B+,7.0,86.7,3,2022-2023
19585,STU2024EC0570,CRS_EC303,78.3,A,8.0,91.7,3,2022-2023
19586,STU2024EC0570,CRS_EC401,77.6,A,8.0,77.0,4,2022-2023
19587,STU2024EC0570,CRS_EC402,65.1,B+,7.0,77.7,4,2022-2023
19588,STU2024EC0570,CRS_EC403,74.6,A,8.0,78.0,4,2022-2023
19589,STU2024EC0570,CRS_EC501,77.5,A,8.0,85.6,5,2023-2024
19590,STU2024EC0570,CRS_EC502,63.9,B+,7.0,78.4,5,2023-2024
19591,STU2024EC0570,CRS_EC503,68.2,B+,7.0,84.7,5,2023-2024
19592,STU2024EC0570,CRS_EC601,70.2,A,8.0,81.1,6,2023-2024
19593,STU2024EC0570,CRS_EC602,79.8,A,8.0,79.7,6,2023-2024
19594,STU2024EC0570,CRS_EC603,81.8,A+,9.0,75.3,6,2023-2024
19595,STU2024EC0570,CRS_EC701,78.3,A,8.0,76.3,7,2024-2025
19596,STU2024EC0570,CRS_EC702,57.3,B,6.0,86.2,7,2024-2025
19597,STU2024EC0570,CRS_EC703,63.4,B+,7.0,85.1,7,2024-2025
19598,STU2024EC0570,CRS_EC801,79.5,A,8.0,85.3,8,2024-2025
19599,STU2024EC0570,CRS_EC802,80.8,A+,9.0,76.8,8,2024-2025
19600,STU2024EC0570,CRS_EC803,73.7,A,8.0,81.9,8,2024-2025
19601,STU2024EC0571,CRS_EC101,71.0,A,8.0,82.2,1,2022-2023
19602,STU2024EC0571,CRS_EC102,84.0,A+,9.0,86.4,1,2022-2023
19603,STU2024EC0571,CRS_EC103,52.1,B,6.0,85.7,1,2022-2023
19604,STU2024EC0571,CRS_EC104,68.2,B+,7.0,84.4,1,2022-2023
19605,STU2024EC0571,CRS_EC105,88.4,A+,9.0,79.3,1,2022-2023
19606,STU2024EC0571,CRS_EC201,88.1,A+,9.0,79.2,2,2022-2023
19607,STU2024EC0571,CRS_EC202,59.4,B,6.0,86.6,2,2022-2023
19608,STU2024EC0571,CRS_EC203,66.7,B+,7.0,85.2,2,2022-2023
19609,STU2024EC0571,CRS_EC204,77.8,A,8.0,82.8,2,2022-2023
19610,STU2024EC0571,CRS_EC301,71.2,A,8.0,77.2,3,2023-2024
19611,STU2024EC0571,CRS_EC302,76.2,A,8.0,80.8,3,2023-2024
19612,STU2024EC0571,CRS_EC303,57.9,B,6.0,89.5,3,2023-2024
19613,STU2024EC0571,CRS_EC401,83.5,A+,9.0,76.7,4,2023-2024
19614,STU2024EC0571,CRS_EC402,73.9,A,8.0,86.4,4,2023-2024
19615,STU2024EC0571,CRS_EC403,70.2,A,8.0,77.3,4,2023-2024
19616,STU2024EC0571,CRS_EC501,81.1,A+,9.0,82.8,5,2024-2025
19617,STU2024EC0571,CRS_EC502,75.2,A,8.0,85.9,5,2024-2025
19618,STU2024EC0571,CRS_EC503,78.2,A,8.0,86.4,5,2024-2025
19619,STU2024EC0571,CRS_EC601,73.3,A,8.0,76.3,6,2024-2025
19620,STU2024EC0571,CRS_EC602,68.0,B+,7.0,80.4,6,2024-2025
19621,STU2024EC0571,CRS_EC603,79.6,A,8.0,91.9,6,2024-2025
19622,STU2024EC0571,CRS_EC701,85.5,A+,9.0,77.9,7,2025-2026
19623,STU2024EC0571,CRS_EC702,87.6,A+,9.0,78.7,7,2025-2026
19624,STU2024EC0571,CRS_EC703,69.5,B+,7.0,77.6,7,2025-2026
19625,STU2024EC0571,CRS_EC801,52.7,B,6.0,91.7,8,2025-2026
19626,STU2024EC0571,CRS_EC802,60.8,B+,7.0,82.8,8,2025-2026
19627,STU2024EC0571,CRS_EC803,79.4,A,8.0,79.7,8,2025-2026
19628,STU2024EC0572,CRS_EC101,65.4,B+,7.0,76.6,1,2022-2023
19629,STU2024EC0572,CRS_EC102,69.8,B+,7.0,80.9,1,2022-2023
19630,STU2024EC0572,CRS_EC103,81.6,A+,9.0,80.5,1,2022-2023
19631,STU2024EC0572,CRS_EC104,70.7,A,8.0,82.3,1,2022-2023
19632,STU2024EC0572,CRS_EC105,59.0,B,6.0,81.9,1,2022-2023
19633,STU2024EC0572,CRS_EC201,71.3,A,8.0,75.5,2,2022-2023
19634,STU2024EC0572,CRS_EC202,80.9,A+,9.0,78.0,2,2022-2023
19635,STU2024EC0572,CRS_EC203,81.2,A+,9.0,91.2,2,2022-2023
19636,STU2024EC0572,CRS_EC204,91.5,O,10.0,86.8,2,2022-2023
19637,STU2024EC0572,CRS_EC301,71.2,A,8.0,83.9,3,2023-2024
19638,STU2024EC0572,CRS_EC302,71.8,A,8.0,86.3,3,2023-2024
19639,STU2024EC0572,CRS_EC303,77.8,A,8.0,89.7,3,2023-2024
19640,STU2024EC0572,CRS_EC401,61.4,B+,7.0,87.4,4,2023-2024
19641,STU2024EC0572,CRS_EC402,86.2,A+,9.0,76.8,4,2023-2024
19642,STU2024EC0572,CRS_EC403,80.9,A+,9.0,78.5,4,2023-2024
19643,STU2024EC0572,CRS_EC501,73.2,A,8.0,86.3,5,2024-2025
19644,STU2024EC0572,CRS_EC502,75.2,A,8.0,86.8,5,2024-2025
19645,STU2024EC0572,CRS_EC503,82.3,A+,9.0,83.3,5,2024-2025
19646,STU2024EC0572,CRS_EC601,96.3,O,10.0,82.1,6,2024-2025
19647,STU2024EC0572,CRS_EC602,73.9,A,8.0,80.6,6,2024-2025
19648,STU2024EC0572,CRS_EC603,66.6,B+,7.0,81.9,6,2024-2025
19649,STU2024EC0572,CRS_EC701,70.6,A,8.0,79.1,7,2025-2026
19650,STU2024EC0572,CRS_EC702,83.8,A+,9.0,88.1,7,2025-2026
19651,STU2024EC0572,CRS_EC703,76.4,A,8.0,90.2,7,2025-2026
19652,STU2024EC0572,CRS_EC801,88.9,A+,9.0,91.4,8,2025-2026
19653,STU2024EC0572,CRS_EC802,57.3,B,6.0,83.8,8,2025-2026
19654,STU2024EC0572,CRS_EC803,72.3,A,8.0,91.8,8,2025-2026
19655,STU2024EC0573,CRS_EC101,83.4,A+,9.0,86.8,1,2024-2025
19656,STU2024EC0573,CRS_EC102,57.5,B,6.0,78.6,1,2024-2025
19657,STU2024EC0573,CRS_EC103,55.3,B,6.0,89.5,1,2024-2025
19658,STU2024EC0573,CRS_EC104,82.9,A+,9.0,87.2,1,2024-2025
19659,STU2024EC0573,CRS_EC105,68.8,B+,7.0,75.6,1,2024-2025
19660,STU2024EC0573,CRS_EC201,79.6,A,8.0,89.5,2,2024-2025
19661,STU2024EC0573,CRS_EC202,61.1,B+,7.0,76.6,2,2024-2025
19662,STU2024EC0573,CRS_EC203,69.4,B+,7.0,83.8,2,2024-2025
19663,STU2024EC0573,CRS_EC204,76.4,A,8.0,87.4,2,2024-2025
19664,STU2024EC0573,CRS_EC301,61.4,B+,7.0,84.1,3,2025-2026
19665,STU2024EC0573,CRS_EC302,60.2,B+,7.0,89.9,3,2025-2026
19666,STU2024EC0573,CRS_EC303,73.8,A,8.0,90.8,3,2025-2026
19667,STU2024EC0573,CRS_EC401,56.2,B,6.0,79.7,4,2025-2026
19668,STU2024EC0573,CRS_EC402,64.8,B+,7.0,89.6,4,2025-2026
19669,STU2024EC0573,CRS_EC403,82.2,A+,9.0,77.0,4,2025-2026
19670,STU2024EC0573,CRS_EC501,77.9,A,8.0,83.1,5,2026-2027
19671,STU2024EC0573,CRS_EC502,81.5,A+,9.0,81.5,5,2026-2027
19672,STU2024EC0573,CRS_EC503,77.3,A,8.0,80.3,5,2026-2027
19673,STU2024EC0573,CRS_EC601,43.5,C,5.0,77.5,6,2026-2027
19674,STU2024EC0573,CRS_EC602,59.0,B,6.0,81.7,6,2026-2027
19675,STU2024EC0573,CRS_EC603,64.9,B+,7.0,80.3,6,2026-2027
19676,STU2024EC0573,CRS_EC701,89.3,A+,9.0,88.3,7,2027-2028
19677,STU2024EC0573,CRS_EC702,82.7,A+,9.0,86.8,7,2027-2028
19678,STU2024EC0573,CRS_EC703,87.4,A+,9.0,90.3,7,2027-2028
19679,STU2024EC0573,CRS_EC801,86.1,A+,9.0,78.7,8,2027-2028
19680,STU2024EC0573,CRS_EC802,82.5,A+,9.0,90.5,8,2027-2028
19681,STU2024EC0573,CRS_EC803,60.7,B+,7.0,88.6,8,2027-2028
19682,STU2024EC0574,CRS_EC101,71.9,A,8.0,81.1,1,2022-2023
19683,STU2024EC0574,CRS_EC102,67.6,B+,7.0,75.6,1,2022-2023
19684,STU2024EC0574,CRS_EC103,65.7,B+,7.0,76.5,1,2022-2023
19685,STU2024EC0574,CRS_EC104,85.3,A+,9.0,82.6,1,2022-2023
19686,STU2024EC0574,CRS_EC105,76.9,A,8.0,85.6,1,2022-2023
19687,STU2024EC0574,CRS_EC201,68.3,B+,7.0,86.1,2,2022-2023
19688,STU2024EC0574,CRS_EC202,86.3,A+,9.0,81.0,2,2022-2023
19689,STU2024EC0574,CRS_EC203,60.7,B+,7.0,91.6,2,2022-2023
19690,STU2024EC0574,CRS_EC204,80.7,A+,9.0,76.3,2,2022-2023
19691,STU2024EC0574,CRS_EC301,53.7,B,6.0,85.2,3,2023-2024
19692,STU2024EC0574,CRS_EC302,74.5,A,8.0,82.3,3,2023-2024
19693,STU2024EC0574,CRS_EC303,62.2,B+,7.0,78.1,3,2023-2024
19694,STU2024EC0574,CRS_EC401,64.9,B+,7.0,88.3,4,2023-2024
19695,STU2024EC0574,CRS_EC402,81.7,A+,9.0,83.2,4,2023-2024
19696,STU2024EC0574,CRS_EC403,66.2,B+,7.0,76.2,4,2023-2024
19697,STU2024EC0574,CRS_EC501,60.6,B+,7.0,87.0,5,2024-2025
19698,STU2024EC0574,CRS_EC502,78.4,A,8.0,89.0,5,2024-2025
19699,STU2024EC0574,CRS_EC503,81.1,A+,9.0,80.0,5,2024-2025
19700,STU2024EC0574,CRS_EC601,52.8,B,6.0,76.4,6,2024-2025
19701,STU2024EC0574,CRS_EC602,90.0,O,10.0,82.8,6,2024-2025
19702,STU2024EC0574,CRS_EC603,67.6,B+,7.0,81.9,6,2024-2025
19703,STU2024EC0574,CRS_EC701,66.7,B+,7.0,80.4,7,2025-2026
19704,STU2024EC0574,CRS_EC702,50.3,B,6.0,85.4,7,2025-2026
19705,STU2024EC0574,CRS_EC703,78.9,A,8.0,82.6,7,2025-2026
19706,STU2024EC0574,CRS_EC801,62.0,B+,7.0,88.1,8,2025-2026
19707,STU2024EC0574,CRS_EC802,68.7,B+,7.0,86.5,8,2025-2026
19708,STU2024EC0574,CRS_EC803,79.8,A,8.0,78.2,8,2025-2026
19709,STU2024EC0575,CRS_EC101,68.7,B+,7.0,77.2,1,2021-2022
19710,STU2024EC0575,CRS_EC102,67.5,B+,7.0,83.0,1,2021-2022
19711,STU2024EC0575,CRS_EC103,71.9,A,8.0,84.2,1,2021-2022
19712,STU2024EC0575,CRS_EC104,77.7,A,8.0,82.0,1,2021-2022
19713,STU2024EC0575,CRS_EC105,83.0,A+,9.0,84.5,1,2021-2022
19714,STU2024EC0575,CRS_EC201,53.6,B,6.0,81.1,2,2021-2022
19715,STU2024EC0575,CRS_EC202,82.4,A+,9.0,85.2,2,2021-2022
19716,STU2024EC0575,CRS_EC203,80.9,A+,9.0,82.1,2,2021-2022
19717,STU2024EC0575,CRS_EC204,65.7,B+,7.0,87.9,2,2021-2022
19718,STU2024EC0575,CRS_EC301,76.6,A,8.0,84.2,3,2022-2023
19719,STU2024EC0575,CRS_EC302,75.4,A,8.0,77.6,3,2022-2023
19720,STU2024EC0575,CRS_EC303,78.6,A,8.0,83.1,3,2022-2023
19721,STU2024EC0575,CRS_EC401,48.5,C,5.0,91.5,4,2022-2023
19722,STU2024EC0575,CRS_EC402,74.4,A,8.0,91.0,4,2022-2023
19723,STU2024EC0575,CRS_EC403,58.5,B,6.0,88.9,4,2022-2023
19724,STU2024EC0575,CRS_EC501,77.9,A,8.0,90.0,5,2023-2024
19725,STU2024EC0575,CRS_EC502,62.4,B+,7.0,78.2,5,2023-2024
19726,STU2024EC0575,CRS_EC503,85.4,A+,9.0,85.6,5,2023-2024
19727,STU2024EC0575,CRS_EC601,96.8,O,10.0,76.9,6,2023-2024
19728,STU2024EC0575,CRS_EC602,71.7,A,8.0,77.3,6,2023-2024
19729,STU2024EC0575,CRS_EC603,59.3,B,6.0,85.5,6,2023-2024
19730,STU2024EC0575,CRS_EC701,65.7,B+,7.0,81.2,7,2024-2025
19731,STU2024EC0575,CRS_EC702,85.9,A+,9.0,78.2,7,2024-2025
19732,STU2024EC0575,CRS_EC703,82.1,A+,9.0,90.6,7,2024-2025
19733,STU2024EC0575,CRS_EC801,80.1,A+,9.0,90.5,8,2024-2025
19734,STU2024EC0575,CRS_EC802,87.7,A+,9.0,79.5,8,2024-2025
19735,STU2024EC0575,CRS_EC803,65.1,B+,7.0,82.8,8,2024-2025
19736,STU2024EC0576,CRS_EC101,44.0,C,5.0,60.1,1,2021-2022
19737,STU2024EC0576,CRS_EC102,37.9,P,4.0,52.5,1,2021-2022
19738,STU2024EC0576,CRS_EC103,48.1,C,5.0,58.7,1,2021-2022
19739,STU2024EC0576,CRS_EC104,53.7,B,6.0,62.7,1,2021-2022
19740,STU2024EC0576,CRS_EC105,36.8,P,4.0,57.2,1,2021-2022
19741,STU2024EC0576,CRS_EC201,59.6,B,6.0,65.9,2,2021-2022
19742,STU2024EC0576,CRS_EC202,38.2,P,4.0,52.8,2,2021-2022
19743,STU2024EC0576,CRS_EC203,45.1,C,5.0,67.4,2,2021-2022
19744,STU2024EC0576,CRS_EC204,57.0,B,6.0,60.6,2,2021-2022
19745,STU2024EC0576,CRS_EC301,52.2,B,6.0,54.8,3,2022-2023
19746,STU2024EC0576,CRS_EC302,41.9,C,5.0,62.8,3,2022-2023
19747,STU2024EC0576,CRS_EC303,51.1,B,6.0,55.0,3,2022-2023
19748,STU2024EC0576,CRS_EC401,45.0,C,5.0,58.5,4,2022-2023
19749,STU2024EC0576,CRS_EC402,47.7,C,5.0,56.9,4,2022-2023
19750,STU2024EC0576,CRS_EC403,46.5,C,5.0,58.3,4,2022-2023
19751,STU2024EC0576,CRS_EC501,24.6,F,0.0,65.1,5,2023-2024
19752,STU2024EC0576,CRS_EC502,42.7,C,5.0,53.5,5,2023-2024
19753,STU2024EC0576,CRS_EC503,50.0,B,6.0,55.9,5,2023-2024
19754,STU2024EC0576,CRS_EC601,70.0,A,8.0,59.9,6,2023-2024
19755,STU2024EC0576,CRS_EC602,43.3,C,5.0,54.0,6,2023-2024
19756,STU2024EC0576,CRS_EC603,62.3,B+,7.0,52.7,6,2023-2024
19757,STU2024EC0576,CRS_EC701,37.1,P,4.0,66.9,7,2024-2025
19758,STU2024EC0576,CRS_EC702,60.5,B+,7.0,61.9,7,2024-2025
19759,STU2024EC0576,CRS_EC703,70.2,A,8.0,59.3,7,2024-2025
19760,STU2024EC0576,CRS_EC801,22.1,F,0.0,66.5,8,2024-2025
19761,STU2024EC0576,CRS_EC802,33.7,F,0.0,61.6,8,2024-2025
19762,STU2024EC0576,CRS_EC803,44.7,C,5.0,62.0,8,2024-2025
19763,STU2024EC0577,CRS_EC101,52.0,B,6.0,83.3,1,2022-2023
19764,STU2024EC0577,CRS_EC102,65.5,B+,7.0,90.3,1,2022-2023
19765,STU2024EC0577,CRS_EC103,73.8,A,8.0,79.4,1,2022-2023
19766,STU2024EC0577,CRS_EC104,56.7,B,6.0,81.3,1,2022-2023
19767,STU2024EC0577,CRS_EC105,55.8,B,6.0,79.7,1,2022-2023
19768,STU2024EC0577,CRS_EC201,60.2,B+,7.0,78.9,2,2022-2023
19769,STU2024EC0577,CRS_EC202,64.7,B+,7.0,87.0,2,2022-2023
19770,STU2024EC0577,CRS_EC203,85.2,A+,9.0,81.3,2,2022-2023
19771,STU2024EC0577,CRS_EC204,68.7,B+,7.0,77.7,2,2022-2023
19772,STU2024EC0577,CRS_EC301,78.8,A,8.0,86.6,3,2023-2024
19773,STU2024EC0577,CRS_EC302,70.4,A,8.0,90.8,3,2023-2024
19774,STU2024EC0577,CRS_EC303,68.5,B+,7.0,88.6,3,2023-2024
19775,STU2024EC0577,CRS_EC401,78.1,A,8.0,84.7,4,2023-2024
19776,STU2024EC0577,CRS_EC402,72.6,A,8.0,76.2,4,2023-2024
19777,STU2024EC0577,CRS_EC403,77.7,A,8.0,84.7,4,2023-2024
19778,STU2024EC0577,CRS_EC501,94.4,O,10.0,91.9,5,2024-2025
19779,STU2024EC0577,CRS_EC502,78.7,A,8.0,82.8,5,2024-2025
19780,STU2024EC0577,CRS_EC503,63.6,B+,7.0,79.6,5,2024-2025
19781,STU2024EC0577,CRS_EC601,85.8,A+,9.0,89.6,6,2024-2025
19782,STU2024EC0577,CRS_EC602,87.6,A+,9.0,89.9,6,2024-2025
19783,STU2024EC0577,CRS_EC603,53.3,B,6.0,84.0,6,2024-2025
19784,STU2024EC0577,CRS_EC701,81.3,A+,9.0,81.1,7,2025-2026
19785,STU2024EC0577,CRS_EC702,78.4,A,8.0,86.2,7,2025-2026
19786,STU2024EC0577,CRS_EC703,55.0,B,6.0,85.0,7,2025-2026
19787,STU2024EC0577,CRS_EC801,73.3,A,8.0,81.3,8,2025-2026
19788,STU2024EC0577,CRS_EC802,75.6,A,8.0,86.3,8,2025-2026
19789,STU2024EC0577,CRS_EC803,61.9,B+,7.0,89.3,8,2025-2026
19790,STU2024EC0578,CRS_EC101,35.1,P,4.0,65.9,1,2023-2024
19791,STU2024EC0578,CRS_EC102,38.8,P,4.0,55.3,1,2023-2024
19792,STU2024EC0578,CRS_EC103,42.1,C,5.0,54.8,1,2023-2024
19793,STU2024EC0578,CRS_EC104,36.0,P,4.0,59.7,1,2023-2024
19794,STU2024EC0578,CRS_EC105,36.1,P,4.0,57.1,1,2023-2024
19795,STU2024EC0578,CRS_EC201,20.6,F,0.0,65.0,2,2023-2024
19796,STU2024EC0578,CRS_EC202,55.8,B,6.0,67.2,2,2023-2024
19797,STU2024EC0578,CRS_EC203,38.7,P,4.0,55.8,2,2023-2024
19798,STU2024EC0578,CRS_EC204,44.4,C,5.0,53.6,2,2023-2024
19799,STU2024EC0578,CRS_EC301,62.4,B+,7.0,60.3,3,2024-2025
19800,STU2024EC0578,CRS_EC302,28.4,F,0.0,55.9,3,2024-2025
19801,STU2024EC0578,CRS_EC303,39.6,P,4.0,55.7,3,2024-2025
19802,STU2024EC0578,CRS_EC401,50.7,B,6.0,62.8,4,2024-2025
19803,STU2024EC0578,CRS_EC402,53.8,B,6.0,67.6,4,2024-2025
19804,STU2024EC0578,CRS_EC403,32.7,F,0.0,65.3,4,2024-2025
19805,STU2024EC0578,CRS_EC501,47.0,C,5.0,58.8,5,2025-2026
19806,STU2024EC0578,CRS_EC502,29.9,F,0.0,67.9,5,2025-2026
19807,STU2024EC0578,CRS_EC503,31.7,F,0.0,56.6,5,2025-2026
19808,STU2024EC0578,CRS_EC601,28.3,F,0.0,65.7,6,2025-2026
19809,STU2024EC0578,CRS_EC602,59.2,B,6.0,67.9,6,2025-2026
19810,STU2024EC0578,CRS_EC603,38.9,P,4.0,65.5,6,2025-2026
19811,STU2024EC0578,CRS_EC701,62.9,B+,7.0,60.5,7,2026-2027
19812,STU2024EC0578,CRS_EC702,33.7,F,0.0,64.6,7,2026-2027
19813,STU2024EC0578,CRS_EC703,51.2,B,6.0,64.4,7,2026-2027
19814,STU2024EC0578,CRS_EC801,32.9,F,0.0,64.2,8,2026-2027
19815,STU2024EC0578,CRS_EC802,41.8,C,5.0,57.0,8,2026-2027
19816,STU2024EC0578,CRS_EC803,18.3,F,0.0,57.0,8,2026-2027
19817,STU2024EC0579,CRS_EC101,78.9,A,8.0,90.4,1,2022-2023
19818,STU2024EC0579,CRS_EC102,68.9,B+,7.0,76.4,1,2022-2023
19819,STU2024EC0579,CRS_EC103,69.1,B+,7.0,83.7,1,2022-2023
19820,STU2024EC0579,CRS_EC104,67.8,B+,7.0,88.4,1,2022-2023
19821,STU2024EC0579,CRS_EC105,76.2,A,8.0,77.5,1,2022-2023
19822,STU2024EC0579,CRS_EC201,67.2,B+,7.0,91.5,2,2022-2023
19823,STU2024EC0579,CRS_EC202,73.7,A,8.0,77.8,2,2022-2023
19824,STU2024EC0579,CRS_EC203,63.3,B+,7.0,85.2,2,2022-2023
19825,STU2024EC0579,CRS_EC204,82.2,A+,9.0,85.9,2,2022-2023
19826,STU2024EC0579,CRS_EC301,65.9,B+,7.0,84.7,3,2023-2024
19827,STU2024EC0579,CRS_EC302,74.0,A,8.0,79.6,3,2023-2024
19828,STU2024EC0579,CRS_EC303,88.4,A+,9.0,85.6,3,2023-2024
19829,STU2024EC0579,CRS_EC401,75.2,A,8.0,85.7,4,2023-2024
19830,STU2024EC0579,CRS_EC402,79.5,A,8.0,90.9,4,2023-2024
19831,STU2024EC0579,CRS_EC403,75.8,A,8.0,77.7,4,2023-2024
19832,STU2024EC0579,CRS_EC501,74.1,A,8.0,84.1,5,2024-2025
19833,STU2024EC0579,CRS_EC502,71.4,A,8.0,77.9,5,2024-2025
19834,STU2024EC0579,CRS_EC503,58.0,B,6.0,78.8,5,2024-2025
19835,STU2024EC0579,CRS_EC601,66.8,B+,7.0,77.3,6,2024-2025
